,55137.63365,2756.881682,,,,,,,,,,,,,,,,,,,,
Truck,45294,0.994502977,Average,4,1,Petrol,Automatic,1500,38180,1.04201131,16/1/2024,22/5/2025,Third,28668,1,3,12.96848496,1.016807169,Good,Worn Out,Weak,1
Truck,33755,1.021458982,Average,5,8,Diesel,Automatic,2000,113844,0.980580063,2/2/2024,25/2/2026,Third,13553,10,0,15.67587027,1.049985118,New,Worn Out,Weak,1
Truck,39555,1.002737723,Good,5,4,Diesel,Manual,2000,83602,1.007368318,23/4/2023,8/6/2024,Second,14816,8,1,17.44166263,1.027742751,Worn Out,New,Good,1
Truck,31837,1.007108482,Poor,1,4,Diesel,Automatic,1000,48468,1.006496015,27/5/2023,22/12/2025,First,16538,9,1,11.3062529,1.011193558,Worn Out,Good,New,0
Truck,72653,1.03414128,Good,3,4,Diesel,Automatic,1500,117794,0.988227524,30/1/2024,1/6/2024,First,12835,3,0,14.94721877,1.008230268,Good,New,New,0
Truck,57700,0.986130919,Average,0,4,Electric,Automatic,1000,47568,0.996466975,28/11/2023,30/8/2024,Second,17503,4,3,18.75998971,0.977199436,New,Worn Out,Good,1
Truck,38853,1.046424267,Good,5,5,Electric,Automatic,2500,1757,1.038222396,10/9/2023,26/5/2025,Second,7631,8,3,18.02470545,1.018403799,New,Good,Good,1
Truck,76502,1.019757574,Good,2,9,Diesel,Manual,1000,73650,1.026003612,3/9/2023,30/9/2024,First,9951,10,1,12.46278771,0.951604397,Good,New,Good,0
Truck,33934,0.980902815,Good,1,5,Electric,Automatic,1000,117836,1.015347049,3/12/2023,6/1/2026,First,14081,10,2,14.61595005,0.957865837,Worn Out,Good,Good,1
Truck,46059,1.021341721,Poor,5,2,Electric,Automatic,2500,68016,0.997961711,7/2/2024,30/3/2025,First,12928,9,0,11.81279817,0.984336605,Good,New,Good,1
Truck,45991,1.011193667,Poor,0,5,Petrol,Automatic,2500,73909,1.0420428,23/11/2023,13/3/2026,First,23398,10,2,18.26224326,0.998977344,Good,Good,New,1
Truck,53474,0.958008956,Average,4,1,Diesel,Automatic,2500,85712,0.953812457,28/12/2023,25/4/2025,Third,6484,10,3,19.10288532,0.983086724,New,New,New,1
Truck,76692,1.027460026,Average,4,7,Diesel,Automatic,1000,52334,0.991847301,17/10/2023,18/10/2025,Second,20171,3,0,17.81945842,0.967111735,Good,Good,Good,1
Truck,48648,1.007764877,Poor,1,9,Diesel,Automatic,1500,123778,1.038231249,1/11/2023,24/9/2024,First,20013,5,1,14.6204467,0.957189341,Worn Out,New,Good,0
Truck,66845,0.962565276,Poor,5,4,Diesel,Manual,800,135451,1.021509451,11/8/2023,9/11/2025,First,13284,6,3,13.81606033,0.990848471,Good,Good,Good,1
Truck,60011,1.019058272,Average,5,4,Electric,Manual,2500,50093,0.956082234,24/11/2023,2/12/2025,First,20695,8,2,17.35194504,1.024921424,Good,New,Good,1
Truck,38874,1.00327746,Good,0,9,Petrol,Manual,1000,50240,1.0210706,29/12/2023,5/10/2025,First,20089,3,2,16.05847217,1.048815918,Worn Out,Worn Out,New,1
Truck,35515,0.970394096,Poor,5,7,Petrol,Manual,2500,102482,1.028434092,19/10/2023,31/7/2024,First,28529,1,3,16.74261863,0.988519674,Good,Worn Out,Weak,1
Truck,37597,1.02113428,Poor,4,3,Petrol,Automatic,2500,74784,0.984978255,12/1/2024,22/8/2025,First,15674,6,3,10.29649527,0.978352851,Worn Out,Good,Good,1
Truck,55799,1.010450643,Average,3,7,Diesel,Manual,800,96959,0.98603225,8/8/2023,24/2/2025,First,24955,2,2,10.60378083,0.992278769,Good,Worn Out,Weak,1
Truck,55333,0.991556404,Poor,5,9,Diesel,Manual,2500,103743,0.98640895,18/4/2023,12/12/2024,First,13186,1,1,19.56238968,1.040848639,New,New,Good,1
Truck,63311,0.990554694,Good,1,6,Diesel,Manual,1500,54891,1.019805217,28/9/2023,26/5/2024,Second,24664,8,0,18.72567139,0.960072751,Worn Out,Good,Weak,1
Truck,58473,0.967380327,Poor,2,6,Petrol,Manual,2500,42837,1.006166769,19/6/2023,22/9/2025,First,8540,8,1,13.14449124,1.016329927,Worn Out,New,Good,1
Truck,44808,0.965739147,Good,4,10,Diesel,Automatic,800,64282,1.038920347,13/12/2023,26/4/2025,Second,24465,9,0,13.19872357,1.029085164,Worn Out,Good,Weak,1
Truck,47766,1.005990393,Average,5,5,Diesel,Automatic,1500,32238,1.03742918,25/11/2023,1/2/2025,Third,15871,1,1,12.94764094,1.042247579,New,Good,Good,1
Truck,68426,1.031848627,Poor,0,8,Electric,Automatic,1000,86412,0.997923672,1/4/2023,12/9/2025,First,7762,1,3,16.78253922,1.010057015,New,Good,Weak,1
Truck,69552,1.043025782,Good,2,3,Petrol,Automatic,2000,138271,0.97038588,18/12/2023,9/7/2024,Second,12884,3,2,10.99416809,1.008712391,Good,Worn Out,Good,1
Truck,48173,1.00564815,Poor,3,1,Electric,Manual,2000,136533,1.015071976,19/1/2024,5/8/2025,Second,23069,2,1,16.91730144,1.045363911,Good,New,Good,1
Truck,62143,0.987320252,Poor,5,1,Petrol,Manual,800,127932,1.024956703,2/11/2023,15/1/2026,Second,5363,1,0,13.16860426,1.00066941,Good,Good,Good,1
Truck,56362,1.048298076,Average,4,5,Petrol,Automatic,2500,49112,0.982875003,19/8/2023,12/1/2026,Second,25025,8,0,14.97302526,0.965590218,Worn Out,New,Weak,1
Truck,75437,1.023689588,Average,3,2,Diesel,Automatic,2000,87945,1.011429617,1/10/2023,7/6/2024,Second,5761,7,1,12.70111143,0.968517378,Good,Worn Out,Weak,1
Truck,68894,1.000247737,Good,0,10,Electric,Automatic,2000,98866,1.000820313,9/5/2023,11/10/2024,First,7935,3,3,10.40054091,0.990437999,New,Good,Weak,1
Truck,76108,1.004891354,Poor,4,4,Electric,Manual,1000,26427,1.014728273,25/11/2023,27/8/2024,First,14505,9,0,19.72683418,1.010023808,Worn Out,Good,Weak,1
Truck,79066,1.033184114,Good,5,8,Electric,Automatic,1000,105440,0.982156166,24/12/2023,16/5/2024,First,6962,10,1,12.85838604,0.976150957,Good,Worn Out,Good,1
Truck,48504,0.973890875,Good,5,2,Electric,Automatic,1500,124596,1.034304744,21/6/2023,28/11/2025,First,25837,2,1,16.9154514,0.995681898,New,Worn Out,Weak,1
Truck,36958,0.959086583,Good,5,9,Diesel,Manual,2500,124717,0.995235248,16/12/2023,18/2/2025,First,24157,6,0,19.76975394,1.043051401,Good,New,Good,1
Truck,69120,1.03320176,Poor,3,6,Petrol,Manual,800,96884,0.958640661,23/2/2024,7/8/2024,Second,20783,5,3,10.69167093,1.014997723,Good,Worn Out,New,1
Truck,75970,0.961221875,Poor,4,7,Diesel,Automatic,800,47920,0.964021667,8/12/2023,6/5/2024,First,22757,9,2,15.43466195,1.032284772,Good,Good,Weak,1
Truck,57153,0.95876353,Average,1,4,Petrol,Manual,1000,125643,0.986395747,26/12/2023,26/7/2024,First,20458,9,1,17.1713115,0.965794775,Worn Out,Good,New,0
Truck,37028,1.001452796,Average,0,2,Petrol,Manual,2500,44348,1.004863022,18/6/2023,24/10/2025,Third,9509,8,3,13.44647072,0.972677599,Worn Out,Worn Out,New,1
Truck,61997,1.043814095,Good,5,7,Diesel,Manual,2500,71224,0.986864619,1/1/2024,13/8/2025,Third,22886,6,2,19.39710582,1.020803834,New,Worn Out,Weak,1
Truck,51166,0.973909647,Poor,4,5,Electric,Automatic,2000,49956,1.026656047,8/10/2023,15/6/2024,Second,12612,8,3,10.6041133,1.008369491,New,Worn Out,Good,1
Truck,35787,0.963449338,Poor,1,6,Diesel,Manual,1500,89912,1.045590286,14/1/2024,30/11/2025,First,11824,10,2,15.25938537,0.975940614,Worn Out,New,Good,1
Truck,65993,1.009681104,Good,2,5,Electric,Manual,1500,39087,0.972209007,11/8/2023,10/6/2025,Second,24507,5,3,17.31233773,0.954439432,New,New,New,0
Truck,48176,0.986225445,Good,1,5,Electric,Automatic,1500,3629,0.971383049,10/7/2023,5/2/2026,First,9464,8,3,14.35706496,1.003545655,Worn Out,New,New,1
Truck,78046,1.020112661,Good,3,5,Petrol,Manual,2000,70828,1.048835907,23/6/2023,3/8/2024,Second,9776,7,1,11.97063787,1.044334686,Good,Worn Out,Good,1
Truck,69107,0.967313703,Average,3,1,Petrol,Manual,2500,16991,0.961626961,14/1/2024,19/5/2024,Third,22181,5,1,18.37814644,1.046213424,Worn Out,Good,New,1
Truck,48161,0.953408028,Poor,4,6,Diesel,Manual,1500,68977,0.9683692,29/4/2023,23/6/2025,Second,23570,1,2,19.36866483,1.012359785,Good,Good,Weak,1
Truck,31409,1.025770611,Poor,2,1,Diesel,Automatic,1000,46959,1.007174473,5/6/2023,8/2/2026,Third,18340,3,2,19.68845803,1.045445155,Worn Out,Good,Weak,1
Truck,72239,0.962856683,Good,0,10,Diesel,Manual,1000,38364,0.96786474,14/1/2024,16/10/2024,Third,29508,1,3,18.05776623,0.996932085,Worn Out,New,Good,0
Truck,75263,1.018567553,Poor,0,1,Electric,Automatic,2500,90501,0.961554176,24/10/2023,2/6/2025,Third,5335,6,2,14.87181032,0.995866913,Good,Good,Weak,1
Truck,49046,1.028909026,Poor,2,6,Petrol,Automatic,1000,72999,1.003328898,29/5/2023,23/3/2025,Second,11380,4,1,15.16940042,1.005094301,New,Good,New,1
Truck,43097,1.029065149,Average,2,8,Diesel,Automatic,1500,65954,0.990088949,25/8/2023,12/1/2025,Second,16460,5,1,12.91865269,1.007201464,Worn Out,New,New,0
Truck,70416,1.038275625,Good,0,3,Electric,Automatic,2500,79028,0.981005314,27/6/2023,16/10/2025,Third,13506,3,1,13.76254325,1.020769809,Good,Worn Out,Good,1
Truck,45159,1.023455148,Average,4,6,Petrol,Automatic,1000,80303,0.97096156,29/1/2024,22/12/2024,Second,6571,6,1,10.74335031,1.021821104,New,Good,New,1
Truck,30548,1.048995335,Poor,0,5,Diesel,Automatic,800,111345,1.037501892,11/7/2023,15/4/2025,Third,20027,10,3,16.28276879,0.953883559,Good,New,Weak,1
Truck,59421,0.994056571,Poor,2,4,Petrol,Manual,2000,73096,1.004461603,5/9/2023,20/10/2024,Second,24369,10,0,17.79475394,1.034629419,Good,New,New,1
Truck,48560,1.003096121,Average,4,8,Petrol,Manual,2000,35694,0.995013019,19/1/2024,29/12/2025,Third,17444,2,0,15.29693075,1.001369589,Worn Out,Worn Out,Weak,1
Truck,35069,1.04646051,Poor,1,7,Electric,Automatic,1000,12772,0.955486051,12/11/2023,15/5/2024,First,27282,6,1,11.28493282,1.027673858,Worn Out,Good,New,0
Truck,38609,0.969838255,Average,1,4,Petrol,Automatic,2000,66822,1.000681764,20/5/2023,30/7/2024,Third,17957,10,0,12.69431539,1.024770095,Worn Out,Good,New,0
Truck,69853,1.039396639,Poor,1,8,Electric,Automatic,800,20849,1.020342812,19/1/2024,16/11/2025,First,6038,10,3,16.21618802,1.011491615,Worn Out,Good,Weak,1
Truck,54471,0.965041702,Good,4,4,Diesel,Manual,2000,27778,1.042124598,30/11/2023,28/8/2024,First,13597,3,3,17.6910663,1.005361679,New,Good,Weak,1
Truck,69756,1.040234358,Average,4,7,Diesel,Automatic,800,24273,0.995122872,23/11/2023,14/3/2026,Second,26496,7,2,13.54163576,0.957881944,Good,Good,New,1
Truck,40876,0.976337058,Good,5,7,Electric,Manual,2500,128101,0.989748075,20/4/2023,15/2/2025,Second,13282,2,1,10.28631877,1.009199311,Worn Out,New,Good,1
Truck,71415,1.027933877,Good,3,4,Petrol,Automatic,2500,55970,1.007441526,13/12/2023,20/2/2026,Third,25400,1,3,17.75391818,0.999458439,Good,New,Weak,1
Truck,37040,1.0419688,Good,4,8,Electric,Manual,800,109427,0.987697414,14/5/2023,31/10/2025,First,20874,1,2,14.51690563,0.993120323,New,New,Weak,1
Truck,43146,0.961187625,Poor,5,1,Diesel,Automatic,800,55096,1.019410168,21/12/2023,28/6/2024,Third,23785,5,0,19.1986297,1.012430394,New,Worn Out,Good,1
Truck,73765,0.959970951,Good,1,4,Electric,Automatic,2000,99521,0.97956105,2/12/2023,8/9/2024,Second,29476,7,2,11.3102488,0.956347232,New,Worn Out,Good,1
Truck,77654,0.999325039,Average,2,4,Petrol,Manual,2000,88959,0.977490698,15/12/2023,16/11/2024,Third,27073,9,3,17.84891001,0.986797657,Good,New,Weak,1
Truck,50738,1.003239479,Poor,5,9,Diesel,Automatic,2000,18966,1.048617322,12/2/2024,14/9/2025,Third,19353,5,2,19.2574536,1.001290944,Good,Worn Out,New,1
Truck,40908,1.044959385,Poor,3,9,Diesel,Manual,1500,117360,1.042567254,1/11/2023,3/9/2024,Third,17863,4,2,12.384352,0.974916695,Worn Out,Worn Out,New,1
Truck,79612,1.022015952,Average,5,6,Electric,Manual,2000,127179,1.033428824,25/2/2024,24/1/2025,Third,20775,8,1,18.98193185,1.018885861,Worn Out,New,Good,1
Truck,40495,0.991219052,Poor,1,2,Petrol,Automatic,2000,36720,1.010774574,15/2/2024,26/5/2025,First,16161,10,3,17.27497942,0.975233279,Good,Good,New,1
Truck,32904,0.996189999,Poor,1,4,Electric,Automatic,1500,29694,0.98188327,11/12/2023,15/12/2025,First,13045,1,2,16.24440176,1.005787742,New,Worn Out,Good,1
Truck,49511,1.025377104,Good,5,6,Electric,Automatic,1500,93437,1.010176875,8/4/2023,15/9/2025,First,17939,10,0,15.87521861,0.96713936,New,Good,Good,1
Truck,53391,0.997191045,Poor,0,1,Electric,Automatic,800,17889,1.035032128,10/6/2023,22/8/2024,Second,24974,10,0,10.34068578,1.036659658,Good,Good,Weak,1
Truck,61334,0.96499364,Good,1,6,Petrol,Automatic,800,3645,0.980004474,21/12/2023,13/9/2025,First,23973,8,3,10.57436022,1.00500734,Good,Good,New,1
Truck,30394,0.974507449,Poor,4,4,Electric,Manual,2500,89906,1.026009897,22/8/2023,20/7/2024,Third,25263,10,0,17.59158889,0.956658559,Good,New,New,1
Truck,71976,1.000536401,Poor,3,5,Petrol,Automatic,800,138721,0.954466543,18/12/2023,28/5/2025,Second,7417,3,3,11.98381554,1.007011298,New,New,New,1
Truck,53502,0.951353054,Average,5,7,Electric,Manual,800,59356,0.967633054,1/11/2023,24/11/2025,Third,17494,2,2,15.76161541,0.974936007,New,Good,New,1
Truck,73939,1.0043256,Poor,3,9,Electric,Manual,1000,48593,0.97873723,30/10/2023,17/4/2025,First,14024,8,3,17.60507534,0.959837249,Good,Worn Out,New,1
Truck,69706,1.018402662,Good,4,8,Electric,Automatic,2000,114755,0.990801455,24/9/2023,17/1/2025,Third,24716,7,1,15.54398093,0.997388139,Worn Out,Good,Good,1
Truck,76910,1.028722658,Poor,4,3,Diesel,Manual,2500,110425,0.985462636,11/6/2023,31/8/2024,First,6202,1,1,17.75250678,1.030007879,Good,Good,New,1
Truck,47452,0.955699678,Poor,4,8,Petrol,Automatic,1000,125560,0.974174359,7/8/2023,7/12/2024,Second,14537,2,3,15.92746972,0.957807863,Worn Out,Good,Good,1
Truck,53286,1.04124644,Average,4,5,Electric,Manual,2500,34055,0.988481996,23/10/2023,1/10/2025,First,14918,8,2,12.83419962,0.979475733,New,New,Weak,1
Truck,59264,0.957972089,Good,1,5,Electric,Manual,1000,137251,0.970285143,12/4/2023,11/1/2025,Second,27252,1,0,15.84410536,0.960960332,New,Worn Out,New,1
Truck,38900,0.989976849,Good,0,10,Diesel,Manual,2500,133510,1.029630778,5/9/2023,22/1/2026,First,16714,6,0,17.62657498,1.027193282,Worn Out,Good,Weak,1
Truck,67623,0.964884812,Poor,2,7,Petrol,Manual,1500,76332,0.960749015,27/5/2023,15/3/2026,First,12130,10,1,18.1565117,0.989706973,Good,Good,Weak,1
Truck,36719,0.957171161,Average,3,10,Electric,Manual,2000,93370,1.004050626,3/1/2024,19/4/2025,Second,24019,9,1,16.76531752,1.023600687,Good,Good,Good,1
Truck,49365,1.009120978,Good,1,1,Diesel,Automatic,1000,17133,0.96224419,24/8/2023,7/7/2024,Third,10430,2,0,17.28239558,0.989111808,New,New,Good,0
Truck,33021,0.969489987,Good,5,1,Petrol,Manual,1500,57370,1.00623791,22/2/2024,3/3/2026,First,23824,1,3,14.33402926,0.98199611,Good,Good,Good,1
Truck,34117,0.955762303,Average,1,7,Petrol,Automatic,2500,138572,1.022739632,3/2/2024,22/2/2026,First,11491,9,0,12.9561827,0.962194738,Good,Worn Out,New,1
Truck,47892,1.047016521,Poor,0,9,Petrol,Manual,800,33152,0.986025847,20/1/2024,23/10/2024,Second,21442,4,3,16.08587602,1.038651951,New,Worn Out,Weak,1
Truck,36317,0.97156167,Average,1,1,Petrol,Automatic,1500,94414,0.995429256,29/1/2024,5/12/2024,Second,11426,8,1,13.70499756,1.000962647,New,New,Weak,1
Truck,58896,0.964241924,Average,5,10,Electric,Manual,800,81598,1.003768143,2/7/2023,17/3/2025,First,16948,7,3,16.50296497,1.043650542,New,Worn Out,New,1
Truck,54711,0.957643832,Good,0,2,Diesel,Manual,2000,92641,1.039189746,15/5/2023,15/7/2025,First,15032,7,0,13.18590517,0.992108692,Good,Good,New,0
Truck,33931,1.038813222,Poor,3,7,Electric,Manual,1500,65570,0.988354352,6/11/2023,8/10/2025,Second,11070,3,1,10.33734256,0.974978019,Worn Out,New,Good,1
Truck,49887,0.956802322,Average,4,5,Diesel,Automatic,1500,88687,1.025101888,11/2/2024,17/3/2025,First,18278,6,3,14.93328079,0.988699908,Worn Out,New,Good,1
Truck,74634,1.021058444,Average,3,8,Electric,Manual,2500,148281,0.995388753,3/9/2023,9/11/2025,Second,7028,10,0,15.74966919,1.03547088,Worn Out,New,New,1
Truck,71285,0.954143318,Average,5,3,Petrol,Manual,800,18227,1.023727774,25/6/2023,26/9/2024,Third,15204,9,1,13.88009165,0.951714012,Good,Good,New,1
Truck,36702,0.978163102,Average,5,2,Diesel,Manual,1000,113950,0.978016193,20/9/2023,26/12/2025,Third,28221,9,3,12.10493609,0.989593383,New,New,Good,1
Truck,65540,0.976773351,Average,2,3,Electric,Manual,800,148069,1.019297149,21/5/2023,8/7/2024,First,9032,4,3,14.04321814,1.012468963,Good,Worn Out,Good,1
Truck,41362,0.967191164,Good,0,10,Electric,Automatic,1500,23101,1.010442457,29/9/2023,2/9/2024,First,29011,8,3,13.25777584,1.006884082,New,Worn Out,Weak,1
Truck,52872,0.991145716,Poor,2,5,Electric,Manual,1500,110579,0.974859026,28/6/2023,14/10/2025,Second,13005,3,1,18.93981461,1.021269432,Good,New,New,1
Truck,48958,1.028645519,Average,1,9,Electric,Manual,800,96298,1.044053291,13/12/2023,9/12/2025,Second,18475,3,2,12.65411252,1.048358389,New,Good,New,0
Truck,37289,0.975730456,Good,1,3,Diesel,Manual,2500,19778,0.951452178,1/4/2023,15/11/2025,First,9709,6,1,13.31557365,1.032889224,New,Good,Weak,1
Truck,40996,0.966729325,Good,5,3,Electric,Manual,2500,104370,0.956709955,10/4/2023,22/4/2025,First,25580,3,3,11.96410223,0.995198505,Good,Worn Out,Weak,1
Truck,48335,0.985901251,Good,4,2,Diesel,Automatic,2000,98026,0.976612656,9/12/2023,8/10/2025,First,27058,4,0,12.37931963,0.961368367,New,Good,New,1
Truck,44318,1.01355001,Average,1,8,Petrol,Manual,800,24977,0.96340727,12/4/2023,7/1/2025,Third,27161,6,3,18.38501284,1.009188175,Worn Out,New,Good,0
Truck,50068,1.000681103,Poor,2,7,Electric,Manual,1000,111518,1.023347159,3/10/2023,20/11/2024,First,23219,7,1,16.42996309,1.008021622,Worn Out,Worn Out,Weak,1
Truck,46071,0.951852471,Poor,3,2,Petrol,Manual,1000,35973,1.028416001,17/8/2023,4/12/2025,First,9253,5,0,17.21666894,1.009413374,Good,New,New,1
Truck,63376,0.995753556,Good,0,9,Electric,Automatic,2000,10605,1.025965493,16/12/2023,22/9/2024,Third,21566,4,3,14.17035499,1.048116704,Good,Good,Good,0
Truck,79393,1.008916611,Average,2,6,Petrol,Automatic,2000,44348,1.026402017,8/5/2023,12/3/2025,Third,14561,6,0,14.23076111,0.976404903,New,Worn Out,Weak,1
Truck,51509,1.019783741,Poor,2,2,Petrol,Manual,1000,97975,1.04827321,27/12/2023,12/6/2024,Second,14706,9,2,10.3338657,1.016652011,New,Worn Out,New,1
Truck,75053,0.984899617,Poor,5,1,Petrol,Manual,800,117092,0.955209754,18/2/2024,22/9/2025,Second,28209,5,0,12.76045647,0.96653269,New,New,Weak,1
Truck,31689,1.010252474,Average,5,6,Electric,Manual,2500,120924,1.006406518,11/1/2024,7/6/2024,Third,10137,4,2,15.11889624,1.007374923,Good,Worn Out,New,1
Truck,54274,1.046795998,Average,1,3,Petrol,Manual,800,146824,0.972240139,29/12/2023,1/7/2025,Third,8673,5,3,13.32088393,0.994548209,New,Good,Good,0
Truck,44195,0.981025657,Poor,4,1,Petrol,Automatic,2000,8820,1.042531858,7/8/2023,29/6/2025,Third,28586,10,0,12.21643847,1.042201725,Worn Out,Good,New,1
Truck,63591,0.978443505,Good,2,1,Electric,Automatic,1000,22580,0.974844024,25/8/2023,24/9/2024,Second,23574,10,0,14.54589455,0.991892538,New,Worn Out,Weak,1
Truck,37427,0.957244822,Average,0,2,Diesel,Manual,2500,114477,1.031801265,30/7/2023,28/9/2025,Second,9094,6,0,17.52428354,0.952650396,Good,Worn Out,Good,1
Truck,62562,1.024956329,Average,4,8,Petrol,Manual,2000,102632,0.984116187,1/11/2023,5/10/2024,First,19531,10,1,17.80740709,1.017092594,Worn Out,Worn Out,Weak,1
Truck,38105,1.005188121,Good,2,3,Electric,Automatic,2000,19629,0.960128387,26/2/2024,19/6/2025,First,8250,3,3,13.75075909,0.993881096,Good,New,Good,0
Truck,55964,1.002571795,Average,5,4,Petrol,Automatic,2000,109615,1.0403503,25/9/2023,17/11/2025,Second,13328,10,3,14.36875334,1.012481968,Worn Out,Good,New,1
Truck,39766,0.950368033,Poor,0,10,Electric,Automatic,800,143972,0.961403575,6/1/2024,22/12/2025,Third,25298,1,1,17.60136562,0.969696555,New,New,Weak,1
Truck,56383,0.976506014,Average,4,2,Petrol,Automatic,2000,141499,0.986114969,8/5/2023,20/1/2025,Second,23955,9,3,10.39589495,0.974637112,Good,Good,Weak,1
Truck,33324,0.979793561,Poor,0,9,Electric,Manual,800,138149,1.020874789,20/4/2023,22/9/2025,Second,13170,7,3,15.12507578,1.016406332,New,New,Good,0
Truck,45652,1.009005297,Average,0,2,Diesel,Automatic,1000,9225,0.974109627,25/4/2023,11/2/2026,First,13080,7,2,12.57557357,1.006585108,Good,Worn Out,Good,1
Truck,45192,0.993540484,Average,5,3,Electric,Manual,2000,24877,1.003830622,31/3/2023,3/5/2024,Third,24219,1,0,11.39987281,0.969778362,Good,New,Weak,1
Truck,69389,0.966535644,Good,1,9,Electric,Automatic,2500,22809,0.950163414,30/9/2023,26/7/2025,Second,18219,3,2,10.71344328,0.957685298,Worn Out,New,Weak,1
Truck,66416,0.990817331,Poor,3,2,Diesel,Automatic,800,146973,0.952814432,3/5/2023,25/11/2025,First,10825,2,3,19.13979881,0.953545773,New,Worn Out,Good,1
Truck,71937,0.950731256,Good,2,3,Electric,Manual,2000,84858,0.978954112,23/1/2024,22/8/2025,Third,16520,4,2,11.18577676,1.002184404,New,New,Good,0
Truck,47352,1.034423644,Poor,3,1,Electric,Automatic,800,85319,0.987594764,22/12/2023,22/12/2025,Third,15245,9,2,14.85331038,0.995858002,Worn Out,Good,New,1
Truck,71706,1.011847587,Good,3,10,Diesel,Manual,800,51431,0.980136378,16/11/2023,17/10/2025,Second,12578,7,1,16.15896665,1.020249638,Good,Good,Weak,1
Truck,65721,1.010898261,Good,2,1,Petrol,Automatic,2500,15227,0.996848398,13/6/2023,1/12/2024,Second,6824,8,3,10.80323933,0.964091449,New,New,Weak,1
Truck,49027,0.961800217,Average,3,8,Electric,Manual,2000,140360,0.987501914,10/9/2023,10/11/2024,Third,15403,2,1,16.22591901,0.997443845,Good,Worn Out,New,1
Truck,54053,1.016916686,Good,2,1,Petrol,Automatic,1500,118399,1.007722228,11/12/2023,13/5/2024,Third,24966,5,0,10.62749915,1.028885066,Good,Good,New,0
Truck,33653,1.016474517,Poor,1,6,Electric,Manual,1500,64740,1.03234868,20/11/2023,24/1/2025,First,12591,7,1,17.83361311,0.952463652,Worn Out,New,New,0
Truck,66924,0.996481603,Average,5,3,Diesel,Automatic,2000,120360,0.995479059,24/5/2023,7/3/2025,Second,19534,10,3,10.30495852,0.984278489,New,Worn Out,Good,1
Truck,58332,0.97934668,Good,0,9,Electric,Manual,2500,53895,1.044661371,22/1/2024,4/5/2024,First,16834,10,2,10.06560611,0.973875334,Good,Worn Out,New,1
