Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Truck,75970,Poor,4,7,Diesel,Automatic,800,47920,8/12/2023,6/5/2024,First,22757,9,2,15.43466195,Good,Good,Weak,1
Truck,57153,Average,1,4,Petrol,Manual,1000,125643,26/12/2023,26/7/2024,First,20458,9,1,17.1713115,Worn Out,Good,New,0
Truck,37028,Average,0,2,Petrol,Manual,2500,44348,18/6/2023,24/10/2025,Third,9509,8,3,13.44647072,Worn Out,Worn Out,New,1
Truck,61997,Good,5,7,Diesel,Manual,2500,71224,1/1/2024,13/8/2025,Third,22886,6,2,19.39710582,New,Worn Out,Weak,1
Truck,51166,Poor,4,5,Electric,Automatic,2000,49956,8/10/2023,15/6/2024,Second,12612,8,3,10.6041133,New,Worn Out,Good,1
Truck,35787,Poor,1,6,Diesel,Manual,1500,89912,14/1/2024,30/11/2025,First,11824,10,2,15.25938537,Worn Out,New,Good,1
Truck,65993,Good,2,5,Electric,Manual,1500,39087,11/8/2023,10/6/2025,Second,24507,5,3,17.31233773,New,New,New,0
Truck,48176,Good,1,5,Electric,Automatic,1500,3629,10/7/2023,5/2/2026,First,9464,8,3,14.35706496,Worn Out,New,New,1
Truck,78046,Good,3,5,Petrol,Manual,2000,70828,23/6/2023,3/8/2024,Second,9776,7,1,11.97063787,Good,Worn Out,Good,1
Truck,69107,Average,3,1,Petrol,Manual,2500,16991,14/1/2024,19/5/2024,Third,22181,5,1,18.37814644,Worn Out,Good,New,1
Truck,48161,Poor,4,6,Diesel,Manual,1500,68977,29/4/2023,23/6/2025,Second,23570,1,2,19.36866483,Good,Good,Weak,1
Truck,31409,Poor,2,1,Diesel,Automatic,1000,46959,5/6/2023,8/2/2026,Third,18340,3,2,19.68845803,Worn Out,Good,Weak,1
Truck,72239,Good,0,10,Diesel,Manual,1000,38364,14/1/2024,16/10/2024,Third,29508,1,3,18.05776623,Worn Out,New,Good,0
Truck,75263,Poor,0,1,Electric,Automatic,2500,90501,24/10/2023,2/6/2025,Third,5335,6,2,14.87181032,Good,Good,Weak,1
Truck,49046,Poor,2,6,Petrol,Automatic,1000,72999,29/5/2023,23/3/2025,Second,11380,4,1,15.16940042,New,Good,New,1
Truck,43097,Average,2,8,Diesel,Automatic,1500,65954,25/8/2023,12/1/2025,Second,16460,5,1,12.91865269,Worn Out,New,New,0
Truck,70416,Good,0,3,Electric,Automatic,2500,79028,27/6/2023,16/10/2025,Third,13506,3,1,13.76254325,Good,Worn Out,Good,1
Truck,45159,Average,4,6,Petrol,Automatic,1000,80303,29/1/2024,22/12/2024,Second,6571,6,1,10.74335031,New,Good,New,1
Truck,30548,Poor,0,5,Diesel,Automatic,800,111345,11/7/2023,15/4/2025,Third,20027,10,3,16.28276879,Good,New,Weak,1
Truck,59421,Poor,2,4,Petrol,Manual,2000,73096,5/9/2023,20/10/2024,Second,24369,10,0,17.79475394,Good,New,New,1
Truck,48560,Average,4,8,Petrol,Manual,2000,35694,19/1/2024,29/12/2025,Third,17444,2,0,15.29693075,Worn Out,Worn Out,Weak,1
Truck,35069,Poor,1,7,Electric,Automatic,1000,12772,12/11/2023,15/5/2024,First,27282,6,1,11.28493282,Worn Out,Good,New,0
Truck,38609,Average,1,4,Petrol,Automatic,2000,66822,20/5/2023,30/7/2024,Third,17957,10,0,12.69431539,Worn Out,Good,New,0
Truck,69853,Poor,1,8,Electric,Automatic,800,20849,19/1/2024,16/11/2025,First,6038,10,3,16.21618802,Worn Out,Good,Weak,1
Truck,54471,Good,4,4,Diesel,Manual,2000,27778,30/11/2023,28/8/2024,First,13597,3,3,17.6910663,New,Good,Weak,1
Truck,69756,Average,4,7,Diesel,Automatic,800,24273,23/11/2023,14/3/2026,Second,26496,7,2,13.54163576,Good,Good,New,1
Truck,40876,Good,5,7,Electric,Manual,2500,128101,20/4/2023,15/2/2025,Second,13282,2,1,10.28631877,Worn Out,New,Good,1
Truck,71415,Good,3,4,Petrol,Automatic,2500,55970,13/12/2023,20/2/2026,Third,25400,1,3,17.75391818,Good,New,Weak,1
Truck,37040,Good,4,8,Electric,Manual,800,109427,14/5/2023,31/10/2025,First,20874,1,2,14.51690563,New,New,Weak,1
Truck,43146,Poor,5,1,Diesel,Automatic,800,55096,21/12/2023,28/6/2024,Third,23785,5,0,19.1986297,New,Worn Out,Good,1
Truck,73765,Good,1,4,Electric,Automatic,2000,99521,2/12/2023,8/9/2024,Second,29476,7,2,11.3102488,New,Worn Out,Good,1
Truck,77654,Average,2,4,Petrol,Manual,2000,88959,15/12/2023,16/11/2024,Third,27073,9,3,17.84891001,Good,New,Weak,1
Truck,50738,Poor,5,9,Diesel,Automatic,2000,18966,12/2/2024,14/9/2025,Third,19353,5,2,19.2574536,Good,Worn Out,New,1
Truck,40908,Poor,3,9,Diesel,Manual,1500,117360,1/11/2023,3/9/2024,Third,17863,4,2,12.384352,Worn Out,Worn Out,New,1
Truck,79612,Average,5,6,Electric,Manual,2000,127179,25/2/2024,24/1/2025,Third,20775,8,1,18.98193185,Worn Out,New,Good,1
Truck,40495,Poor,1,2,Petrol,Automatic,2000,36720,15/2/2024,26/5/2025,First,16161,10,3,17.27497942,Good,Good,New,1
Truck,32904,Poor,1,4,Electric,Automatic,1500,29694,11/12/2023,15/12/2025,First,13045,1,2,16.24440176,New,Worn Out,Good,1
Truck,49511,Good,5,6,Electric,Automatic,1500,93437,8/4/2023,15/9/2025,First,17939,10,0,15.87521861,New,Good,Good,1
Truck,53391,Poor,0,1,Electric,Automatic,800,17889,10/6/2023,22/8/2024,Second,24974,10,0,10.34068578,Good,Good,Weak,1
Truck,61334,Good,1,6,Petrol,Automatic,800,3645,21/12/2023,13/9/2025,First,23973,8,3,10.57436022,Good,Good,New,1
Truck,30394,Poor,4,4,Electric,Manual,2500,89906,22/8/2023,20/7/2024,Third,25263,10,0,17.59158889,Good,New,New,1
Truck,71976,Poor,3,5,Petrol,Automatic,800,138721,18/12/2023,28/5/2025,Second,7417,3,3,11.98381554,New,New,New,1
Truck,53502,Average,5,7,Electric,Manual,800,59356,1/11/2023,24/11/2025,Third,17494,2,2,15.76161541,New,Good,New,1
Truck,73939,Poor,3,9,Electric,Manual,1000,48593,30/10/2023,17/4/2025,First,14024,8,3,17.60507534,Good,Worn Out,New,1
Truck,69706,Good,4,8,Electric,Automatic,2000,114755,24/9/2023,17/1/2025,Third,24716,7,1,15.54398093,Worn Out,Good,Good,1
Truck,76910,Poor,4,3,Diesel,Manual,2500,110425,11/6/2023,31/8/2024,First,6202,1,1,17.75250678,Good,Good,New,1
Truck,47452,Poor,4,8,Petrol,Automatic,1000,125560,7/8/2023,7/12/2024,Second,14537,2,3,15.92746972,Worn Out,Good,Good,1
Truck,53286,Average,4,5,Electric,Manual,2500,34055,23/10/2023,1/10/2025,First,14918,8,2,12.83419962,New,New,Weak,1
Truck,59264,Good,1,5,Electric,Manual,1000,137251,12/4/2023,11/1/2025,Second,27252,1,0,15.84410536,New,Worn Out,New,1
Truck,38900,Good,0,10,Diesel,Manual,2500,133510,5/9/2023,22/1/2026,First,16714,6,0,17.62657498,Worn Out,Good,Weak,1
Truck,67623,Poor,2,7,Petrol,Manual,1500,76332,27/5/2023,15/3/2026,First,12130,10,1,18.1565117,Good,Good,Weak,1
Truck,36719,Average,3,10,Electric,Manual,2000,93370,3/1/2024,19/4/2025,Second,24019,9,1,16.76531752,Good,Good,Good,1
Truck,49365,Good,1,1,Diesel,Automatic,1000,17133,24/8/2023,7/7/2024,Third,10430,2,0,17.28239558,New,New,Good,0
Truck,33021,Good,5,1,Petrol,Manual,1500,57370,22/2/2024,3/3/2026,First,23824,1,3,14.33402926,Good,Good,Good,1
Truck,34117,Average,1,7,Petrol,Automatic,2500,138572,3/2/2024,22/2/2026,First,11491,9,0,12.9561827,Good,Worn Out,New,1
Truck,47892,Poor,0,9,Petrol,Manual,800,33152,20/1/2024,23/10/2024,Second,21442,4,3,16.08587602,New,Worn Out,Weak,1
Truck,36317,Average,1,1,Petrol,Automatic,1500,94414,29/1/2024,5/12/2024,Second,11426,8,1,13.70499756,New,New,Weak,1
Truck,58896,Average,5,10,Electric,Manual,800,81598,2/7/2023,17/3/2025,First,16948,7,3,16.50296497,New,Worn Out,New,1
Truck,54711,Good,0,2,Diesel,Manual,2000,92641,15/5/2023,15/7/2025,First,15032,7,0,13.18590517,Good,Good,New,0
Truck,33931,Poor,3,7,Electric,Manual,1500,65570,6/11/2023,8/10/2025,Second,11070,3,1,10.33734256,Worn Out,New,Good,1
Truck,49887,Average,4,5,Diesel,Automatic,1500,88687,11/2/2024,17/3/2025,First,18278,6,3,14.93328079,Worn Out,New,Good,1
Truck,74634,Average,3,8,Electric,Manual,2500,148281,3/9/2023,9/11/2025,Second,7028,10,0,15.74966919,Worn Out,New,New,1
Truck,71285,Average,5,3,Petrol,Manual,800,18227,25/6/2023,26/9/2024,Third,15204,9,1,13.88009165,Good,Good,New,1
Truck,36702,Average,5,2,Diesel,Manual,1000,113950,20/9/2023,26/12/2025,Third,28221,9,3,12.10493609,New,New,Good,1
Truck,65540,Average,2,3,Electric,Manual,800,148069,21/5/2023,8/7/2024,First,9032,4,3,14.04321814,Good,Worn Out,Good,1
Truck,41362,Good,0,10,Electric,Automatic,1500,23101,29/9/2023,2/9/2024,First,29011,8,3,13.25777584,New,Worn Out,Weak,1
Truck,52872,Poor,2,5,Electric,Manual,1500,110579,28/6/2023,14/10/2025,Second,13005,3,1,18.93981461,Good,New,New,1
Truck,48958,Average,1,9,Electric,Manual,800,96298,13/12/2023,9/12/2025,Second,18475,3,2,12.65411252,New,Good,New,0
Truck,37289,Good,1,3,Diesel,Manual,2500,19778,1/4/2023,15/11/2025,First,9709,6,1,13.31557365,New,Good,Weak,1
Truck,40996,Good,5,3,Electric,Manual,2500,104370,10/4/2023,22/4/2025,First,25580,3,3,11.96410223,Good,Worn Out,Weak,1
Truck,48335,Good,4,2,Diesel,Automatic,2000,98026,9/12/2023,8/10/2025,First,27058,4,0,12.37931963,New,Good,New,1
Truck,44318,Average,1,8,Petrol,Manual,800,24977,12/4/2023,7/1/2025,Third,27161,6,3,18.38501284,Worn Out,New,Good,0
Truck,50068,Poor,2,7,Electric,Manual,1000,111518,3/10/2023,20/11/2024,First,23219,7,1,16.42996309,Worn Out,Worn Out,Weak,1
Truck,46071,Poor,3,2,Petrol,Manual,1000,35973,17/8/2023,4/12/2025,First,9253,5,0,17.21666894,Good,New,New,1
Truck,63376,Good,0,9,Electric,Automatic,2000,10605,16/12/2023,22/9/2024,Third,21566,4,3,14.17035499,Good,Good,Good,0
Truck,79393,Average,2,6,Petrol,Automatic,2000,44348,8/5/2023,12/3/2025,Third,14561,6,0,14.23076111,New,Worn Out,Weak,1
Truck,51509,Poor,2,2,Petrol,Manual,1000,97975,27/12/2023,12/6/2024,Second,14706,9,2,10.3338657,New,Worn Out,New,1
Truck,75053,Poor,5,1,Petrol,Manual,800,117092,18/2/2024,22/9/2025,Second,28209,5,0,12.76045647,New,New,Weak,1
Truck,31689,Average,5,6,Electric,Manual,2500,120924,11/1/2024,7/6/2024,Third,10137,4,2,15.11889624,Good,Worn Out,New,1
Truck,54274,Average,1,3,Petrol,Manual,800,146824,29/12/2023,1/7/2025,Third,8673,5,3,13.32088393,New,Good,Good,0
Truck,44195,Poor,4,1,Petrol,Automatic,2000,8820,7/8/2023,29/6/2025,Third,28586,10,0,12.21643847,Worn Out,Good,New,1
Truck,63591,Good,2,1,Electric,Automatic,1000,22580,25/8/2023,24/9/2024,Second,23574,10,0,14.54589455,New,Worn Out,Weak,1
Truck,37427,Average,0,2,Diesel,Manual,2500,114477,30/7/2023,28/9/2025,Second,9094,6,0,17.52428354,Good,Worn Out,Good,1
Truck,62562,Average,4,8,Petrol,Manual,2000,102632,1/11/2023,5/10/2024,First,19531,10,1,17.80740709,Worn Out,Worn Out,Weak,1
Truck,38105,Good,2,3,Electric,Automatic,2000,19629,26/2/2024,19/6/2025,First,8250,3,3,13.75075909,Good,New,Good,0
Truck,55964,Average,5,4,Petrol,Automatic,2000,109615,25/9/2023,17/11/2025,Second,13328,10,3,14.36875334,Worn Out,Good,New,1
Truck,39766,Poor,0,10,Electric,Automatic,800,143972,6/1/2024,22/12/2025,Third,25298,1,1,17.60136562,New,New,Weak,1
Truck,56383,Average,4,2,Petrol,Automatic,2000,141499,8/5/2023,20/1/2025,Second,23955,9,3,10.39589495,Good,Good,Weak,1
Truck,33324,Poor,0,9,Electric,Manual,800,138149,20/4/2023,22/9/2025,Second,13170,7,3,15.12507578,New,New,Good,0
Truck,45652,Average,0,2,Diesel,Automatic,1000,9225,25/4/2023,11/2/2026,First,13080,7,2,12.57557357,Good,Worn Out,Good,1
Truck,45192,Average,5,3,Electric,Manual,2000,24877,31/3/2023,3/5/2024,Third,24219,1,0,11.39987281,Good,New,Weak,1
Truck,69389,Good,1,9,Electric,Automatic,2500,22809,30/9/2023,26/7/2025,Second,18219,3,2,10.71344328,Worn Out,New,Weak,1
Truck,66416,Poor,3,2,Diesel,Automatic,800,146973,3/5/2023,25/11/2025,First,10825,2,3,19.13979881,New,Worn Out,Good,1
Truck,71937,Good,2,3,Electric,Manual,2000,84858,23/1/2024,22/8/2025,Third,16520,4,2,11.18577676,New,New,Good,0
Truck,47352,Poor,3,1,Electric,Automatic,800,85319,22/12/2023,22/12/2025,Third,15245,9,2,14.85331038,Worn Out,Good,New,1
Truck,71706,Good,3,10,Diesel,Manual,800,51431,16/11/2023,17/10/2025,Second,12578,7,1,16.15896665,Good,Good,Weak,1
Truck,65721,Good,2,1,Petrol,Automatic,2500,15227,13/6/2023,1/12/2024,Second,6824,8,3,10.80323933,New,New,Weak,1
Truck,49027,Average,3,8,Electric,Manual,2000,140360,10/9/2023,10/11/2024,Third,15403,2,1,16.22591901,Good,Worn Out,New,1
Truck,54053,Good,2,1,Petrol,Automatic,1500,118399,11/12/2023,13/5/2024,Third,24966,5,0,10.62749915,Good,Good,New,0
Truck,33653,Poor,1,6,Electric,Manual,1500,64740,20/11/2023,24/1/2025,First,12591,7,1,17.83361311,Worn Out,New,New,0
Truck,66924,Average,5,3,Diesel,Automatic,2000,120360,24/5/2023,7/3/2025,Second,19534,10,3,10.30495852,New,Worn Out,Good,1
Truck,58332,Good,0,9,Electric,Manual,2500,53895,22/1/2024,4/5/2024,First,16834,10,2,10.06560611,Good,Worn Out,New,1
Truck,44433,Good,1,8,Electric,Manual,1500,4023,17/5/2023,30/9/2024,First,20638,4,0,15.79850563,New,Worn Out,New,1
Truck,52702,Good,4,5,Diesel,Manual,2500,138784,3/4/2023,17/8/2024,Second,29921,7,0,14.35237956,Good,Worn Out,Good,1
Truck,46380,Average,3,2,Electric,Manual,1000,87985,25/11/2023,17/12/2024,First,21202,1,3,11.80536139,Good,New,Weak,1
Truck,61387,Poor,3,5,Electric,Manual,1000,20076,19/5/2023,22/5/2025,Second,8320,10,0,12.73669966,Good,New,Weak,1
Truck,77261,Good,1,4,Diesel,Automatic,800,98719,9/7/2023,26/1/2026,First,26166,7,3,11.46549602,New,Worn Out,Weak,1
Truck,37246,Average,0,10,Electric,Automatic,2000,100239,11/12/2023,18/3/2026,Second,29233,7,1,11.84147429,New,Worn Out,Good,1
Truck,42970,Average,2,7,Petrol,Manual,1000,7815,13/4/2023,25/2/2025,First,22591,4,3,16.77879627,Good,Worn Out,Good,1
Truck,36992,Average,2,5,Electric,Manual,2000,138177,7/5/2023,6/12/2025,Second,16199,7,3,13.85260749,Good,New,New,0
Truck,60080,Poor,4,8,Electric,Manual,1500,38276,22/8/2023,27/12/2025,Second,10824,5,0,11.09859302,Good,Worn Out,Weak,1
Truck,68309,Poor,5,6,Petrol,Automatic,1000,63802,22/8/2023,1/2/2026,First,28183,10,0,12.94718591,New,New,New,1
Truck,50498,Good,5,2,Diesel,Automatic,1000,25133,16/7/2023,4/10/2024,Second,20777,6,3,19.97620214,Good,Worn Out,New,1
Truck,52599,Poor,5,9,Petrol,Automatic,2500,65430,6/9/2023,28/6/2024,Second,20921,3,3,13.97995094,Worn Out,New,Weak,1
Truck,66255,Good,1,9,Electric,Automatic,1000,119791,27/12/2023,16/1/2025,First,11488,7,1,12.69316592,New,Worn Out,Good,1
Truck,68300,Poor,5,9,Electric,Manual,2500,106665,27/5/2023,17/8/2024,Second,18340,7,3,11.84118828,Good,New,Weak,1
Truck,62574,Poor,1,1,Electric,Automatic,1500,141804,4/1/2024,26/11/2024,Second,29468,3,3,14.98863189,New,Worn Out,New,1
Truck,69954,Poor,3,1,Electric,Manual,2000,39085,21/7/2023,21/1/2025,Second,7172,1,2,18.45115221,New,Worn Out,Weak,1
Truck,64745,Poor,3,10,Petrol,Manual,1500,66531,3/1/2024,7/4/2025,Third,13623,2,1,13.81873041,Good,Good,Good,1
Truck,49670,Poor,4,6,Petrol,Manual,2000,138892,9/7/2023,10/8/2025,First,28842,6,0,14.49993783,New,Worn Out,New,1
Truck,31598,Poor,3,9,Petrol,Manual,800,128705,6/7/2023,14/9/2024,Second,22268,5,3,18.10572591,New,New,New,1
Truck,61147,Good,4,6,Electric,Automatic,800,63960,12/2/2024,10/7/2024,Second,14557,10,3,16.60802519,Worn Out,Worn Out,New,1
Truck,32596,Average,5,8,Diesel,Automatic,2500,122369,27/6/2023,2/12/2024,Third,5846,4,2,17.43450983,Worn Out,New,Weak,1
Truck,41800,Good,4,1,Electric,Automatic,1500,13667,22/5/2023,25/8/2024,Second,13775,9,1,18.19664328,New,Worn Out,Weak,1
Truck,63073,Average,4,7,Electric,Manual,800,2048,21/11/2023,1/11/2025,Third,25021,7,3,12.58822146,Worn Out,New,Good,1
Truck,72853,Average,0,6,Petrol,Automatic,2000,80263,1/9/2023,5/4/2025,Third,26064,1,2,11.40599602,Worn Out,New,Good,0
Truck,42069,Poor,5,4,Diesel,Automatic,1500,116321,20/6/2023,8/1/2026,First,14157,3,0,16.96598346,Worn Out,Worn Out,Weak,1
Truck,47328,Poor,5,9,Diesel,Automatic,800,102374,22/4/2023,15/8/2025,First,20345,7,1,11.80911433,New,Worn Out,New,1
Truck,54756,Poor,3,8,Petrol,Automatic,800,147072,24/9/2023,14/3/2025,First,5901,10,0,11.92570827,Good,New,Weak,1
Truck,47518,Poor,2,4,Diesel,Manual,800,126468,17/4/2023,26/12/2025,Third,23887,9,3,13.81329911,Good,Worn Out,Weak,1
Truck,30766,Poor,0,7,Petrol,Automatic,800,145502,7/7/2023,5/6/2025,Second,24212,1,1,15.00787668,Worn Out,Good,New,0
Truck,64980,Average,2,10,Petrol,Automatic,2000,134341,18/8/2023,25/5/2025,Second,8513,10,0,18.07416322,Worn Out,Good,New,0
Truck,68266,Good,3,9,Electric,Manual,1500,22550,23/8/2023,20/2/2026,First,26039,4,1,11.894957,Good,Worn Out,Good,1
Truck,68969,Average,0,4,Electric,Manual,800,144902,3/12/2023,4/1/2026,Second,20215,8,2,16.37611868,New,New,Weak,1
Truck,72746,Good,0,9,Electric,Automatic,2500,18271,26/12/2023,18/10/2024,First,12346,9,2,17.15577379,New,Worn Out,Weak,1
Truck,75074,Average,4,6,Diesel,Automatic,2000,135903,5/8/2023,5/7/2025,Third,28693,7,0,14.61550667,New,Good,New,1
Truck,46787,Average,0,8,Petrol,Automatic,2500,64640,24/6/2023,9/2/2026,Second,25015,9,2,13.81675749,Worn Out,Good,Good,1
Truck,57289,Average,1,3,Petrol,Manual,2000,32025,11/7/2023,31/12/2024,Second,20413,7,2,18.69408064,Worn Out,Worn Out,New,1
Truck,67077,Good,0,2,Petrol,Manual,1000,19271,21/2/2024,10/10/2025,Third,29466,3,2,13.76894096,New,Good,Weak,1
Truck,57356,Average,3,10,Electric,Manual,800,110163,14/2/2024,30/12/2024,First,25135,7,3,10.68308215,Worn Out,New,Weak,1
Truck,58386,Poor,1,4,Diesel,Automatic,2000,127996,16/12/2023,30/6/2024,First,8719,1,2,11.95522897,Good,Good,Weak,1
Truck,56053,Average,4,9,Diesel,Manual,800,9273,30/6/2023,17/7/2024,First,23792,1,0,17.82830222,Good,New,Weak,1
Truck,47657,Poor,0,4,Petrol,Manual,2000,135047,2/5/2023,26/4/2025,Second,20695,5,2,14.10534945,Worn Out,Worn Out,New,1
Truck,32824,Poor,1,1,Diesel,Manual,1000,106253,5/9/2023,17/3/2026,Second,19908,3,1,11.00529534,New,Worn Out,New,1
Truck,70295,Good,1,8,Diesel,Manual,1500,7234,7/8/2023,17/8/2025,First,21473,6,1,12.74354334,Good,Worn Out,Good,1
Truck,79256,Poor,4,2,Electric,Automatic,2000,59541,22/1/2024,24/9/2024,Third,14549,10,0,14.25603776,Worn Out,New,Weak,1
Truck,62840,Poor,5,10,Electric,Manual,2000,55762,8/12/2023,19/10/2025,Second,14919,2,0,16.23324785,Worn Out,Good,Weak,1
Truck,37031,Average,3,4,Diesel,Manual,1500,18518,17/1/2024,13/9/2025,First,13195,9,0,10.46102733,New,Good,Good,1
Truck,45385,Average,0,5,Electric,Manual,1000,104696,22/7/2023,14/6/2024,Second,28045,3,0,11.20360546,Good,Good,New,0
Truck,53792,Poor,5,9,Electric,Automatic,2000,92058,28/12/2023,9/12/2024,First,13049,1,3,13.12581573,Good,Worn Out,Weak,1
Truck,42242,Poor,5,1,Diesel,Automatic,1500,132584,31/10/2023,7/5/2025,Second,5453,1,0,13.29836794,Good,New,Good,1
Truck,56840,Good,3,1,Electric,Manual,800,95332,28/11/2023,26/9/2024,Second,23638,2,3,18.7419767,Worn Out,Worn Out,New,1
Truck,59470,Average,2,7,Petrol,Manual,1000,62833,10/10/2023,22/10/2024,First,29668,1,3,14.8407957,Good,Worn Out,Weak,1
Truck,61061,Poor,1,2,Diesel,Manual,1500,87926,8/10/2023,26/6/2025,First,5646,6,1,19.23562588,Worn Out,New,Good,0
Truck,76007,Poor,1,2,Electric,Automatic,1500,73707,31/1/2024,1/6/2024,Second,14501,3,0,18.81678529,Worn Out,Worn Out,Good,1
Truck,74864,Good,4,7,Petrol,Manual,800,12768,25/7/2023,26/6/2025,Third,19090,6,1,11.76956381,Worn Out,New,Weak,1
Truck,52393,Good,0,2,Electric,Manual,1500,18631,12/12/2023,21/9/2025,First,26029,3,1,17.38132377,New,Worn Out,New,1
Truck,44791,Good,2,9,Electric,Automatic,1500,144073,26/12/2023,11/6/2024,Second,17740,1,0,17.70147814,Worn Out,Worn Out,Weak,1
Truck,48917,Good,1,9,Diesel,Manual,1000,134351,5/12/2023,26/6/2025,Third,18093,8,2,17.86588154,New,Good,New,1
Truck,33529,Good,3,6,Diesel,Automatic,2000,21786,23/8/2023,6/9/2025,Second,15449,7,2,19.15637778,Worn Out,New,Weak,1
Truck,57784,Good,4,7,Diesel,Automatic,2500,146458,5/10/2023,24/12/2024,Second,21087,3,3,14.91994311,Good,New,Weak,1
Truck,62202,Poor,0,4,Diesel,Automatic,1500,112667,11/9/2023,27/6/2025,Second,27767,8,1,15.54561315,New,Worn Out,New,1
Truck,44816,Good,4,8,Electric,Automatic,2500,106529,24/2/2024,22/5/2024,Second,5451,4,0,14.77277215,New,New,New,1
Truck,75384,Poor,5,4,Diesel,Manual,800,78365,11/10/2023,22/7/2025,Third,8217,7,2,14.03894217,New,Worn Out,Weak,1
Truck,66935,Poor,1,7,Petrol,Manual,1500,25734,15/5/2023,12/5/2025,Third,27653,9,2,10.78642265,New,New,Good,1
Truck,71922,Average,5,9,Diesel,Automatic,800,64464,20/5/2023,3/11/2024,Third,19004,8,3,13.96986789,New,New,New,1
Truck,41373,Poor,3,8,Electric,Manual,2500,69109,13/5/2023,16/7/2025,First,21532,1,1,13.25709956,New,Worn Out,Good,1
Truck,73133,Good,2,5,Petrol,Manual,2500,34074,7/2/2024,23/10/2024,Second,24279,3,3,19.33542857,Worn Out,Good,Good,0
Truck,35347,Poor,2,4,Diesel,Automatic,1500,101698,27/11/2023,10/6/2025,First,15808,2,1,13.49546109,Worn Out,Good,Good,1
Truck,43638,Poor,1,9,Diesel,Automatic,1000,138180,20/9/2023,3/2/2026,Second,28972,4,3,12.56268006,Good,Worn Out,Weak,1
Truck,67115,Average,3,9,Diesel,Manual,2000,64127,19/7/2023,30/12/2025,Third,26707,8,2,18.00488583,Worn Out,Good,Good,1
Truck,63132,Average,2,2,Diesel,Automatic,1500,51953,21/9/2023,16/1/2025,First,23955,1,1,15.4091308,New,New,New,0
Truck,43545,Average,1,4,Petrol,Manual,2000,8609,30/3/2023,12/10/2024,Third,16729,9,2,12.70739639,Good,New,New,1
Truck,66412,Poor,2,7,Diesel,Manual,800,57748,20/12/2023,18/11/2025,Second,13308,8,3,11.09745726,Worn Out,New,New,1
Truck,54084,Poor,0,8,Petrol,Manual,2500,58186,31/10/2023,8/9/2024,Third,17690,5,3,16.91558153,Worn Out,New,Good,0
Truck,61951,Average,3,6,Diesel,Manual,1000,101253,30/8/2023,17/3/2025,First,9981,4,3,14.2176026,Worn Out,Good,Weak,1
Truck,73150,Poor,3,8,Petrol,Manual,800,37055,28/9/2023,1/8/2024,First,18130,4,2,12.72325839,New,Worn Out,Weak,1
Truck,70647,Average,0,4,Petrol,Manual,2500,136311,19/10/2023,27/5/2024,First,28614,8,3,10.46397592,Worn Out,Good,New,1
Truck,58709,Average,5,7,Electric,Manual,800,134614,9/5/2023,17/8/2024,Third,13125,8,1,10.16161825,Worn Out,Good,Weak,1
Truck,63809,Average,1,8,Electric,Automatic,800,114512,21/12/2023,28/9/2025,First,19468,4,0,12.21448066,Good,New,New,0
Truck,53174,Poor,3,7,Petrol,Manual,1500,103442,11/11/2023,19/8/2025,Second,23495,1,2,14.2497554,Worn Out,New,Weak,1
Truck,78033,Poor,3,4,Diesel,Automatic,800,32204,28/7/2023,14/5/2024,First,26685,6,2,16.74055474,Good,New,Good,1
Truck,43113,Poor,0,4,Petrol,Manual,2000,5068,3/12/2023,21/1/2025,Second,6092,1,1,11.08919912,New,New,Weak,1
Truck,62782,Poor,1,2,Petrol,Manual,800,145072,14/11/2023,4/8/2024,Third,7684,6,3,18.90797532,Worn Out,New,Weak,1
Truck,47211,Average,2,1,Diesel,Manual,2000,96972,5/11/2023,17/1/2025,Third,12114,7,3,19.14833671,New,New,New,0
Truck,56294,Poor,1,8,Electric,Manual,1000,109392,30/6/2023,21/8/2024,Second,11294,2,1,14.08838872,Good,Good,New,0
Truck,64005,Poor,0,3,Diesel,Automatic,1000,116603,7/9/2023,4/8/2024,Third,19566,4,2,12.47349761,Worn Out,New,Good,0
Truck,47764,Good,4,6,Electric,Automatic,800,46818,15/6/2023,8/7/2024,Third,29477,10,3,17.87515871,Good,Worn Out,New,1
Truck,42438,Poor,5,5,Petrol,Automatic,2500,106487,25/8/2023,31/8/2025,Second,11533,9,1,12.18191985,Good,New,New,1
Truck,71801,Good,1,5,Petrol,Automatic,1500,25341,6/2/2024,13/11/2025,First,24938,9,1,19.29481181,Worn Out,New,Good,0
Truck,72754,Average,3,1,Diesel,Manual,800,3749,27/6/2023,14/10/2024,First,21033,6,0,10.0623717,Worn Out,Worn Out,Weak,1
