,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Days_since_last_service,Warranty Days remaining,Transmission_Type_Manual,prob,prediction
233,73921.93531,1,2,5,1500,52630.79106,1,12089.51504,7,2,11.70301312,1,1,471,149,False,0.3090966572664522,0
2639,33563.94779,1,5,3,2500,90016.75878,1,10643.95294,10,2,19.19382703,1,0,293,-144,False,0.9941127622377622,1
3063,32827.28335,1,2,8,2000,1741.891371,2,18716.66797,2,3,10.28109528,2,0,274,322,True,0.9574899648962149,1
1084,63844.53233,2,3,6,1000,44520.46919,2,10360.43358,9,1,12.70834657,1,1,332,225,True,0.23995424122446202,0
12,60991.66703,0,0,6,800,2855.033981,2,17811.17916,3,2,15.51594525,0,1,411,377,False,0.18804431066551647,0
111,51403.39122,1,2,7,2500,133759.9855,0,30016.40438,6,0,18.83393459,0,2,343,24,True,0.3077374316859613,0
1606,39911.23482,1,4,8,2500,126532.147,1,20331.23957,6,1,11.45692789,2,2,569,361,False,0.9191634684759684,1
1938,59197.54771,1,5,1,2000,10244.01776,1,20767.59744,9,2,15.06513264,0,0,335,57,False,1.0,1
1613,52513.83965,0,0,1,2000,66863.41231,2,10742.70085,5,2,10.78225757,2,2,455,115,True,0.11470146050844583,0
1351,54732.18366,1,2,6,1000,138566.6051,1,7487.821451,6,3,17.61361816,2,1,469,280,False,0.302465705914962,0
2155,44957.9201,0,1,1,2500,130522.7485,1,5393.661388,10,3,18.8382384,2,0,369,148,True,0.9635691818394027,1
1691,59907.16983,1,0,4,1000,49911.93303,1,16771.80633,4,3,18.64849782,2,0,331,-56,False,0.9731292735042735,1
472,52058.44149,2,0,6,2000,66119.59758,0,17961.34922,2,2,10.35720229,2,2,315,178,False,0.14110191766353858,0
490,46636.78874,2,2,2,2000,90500.289,2,29434.10734,7,0,10.71904881,2,1,483,310,False,0.2352817476114441,0
1653,33980.22887,2,5,10,2500,94486.13499,0,19470.81345,2,0,18.19214935,2,2,390,321,True,0.9451646374458876,1
1784,48245.14364,0,3,2,1000,35786.26343,0,8909.578066,5,0,16.37986423,1,2,434,405,True,0.893761211011211,1
831,59597.90516,2,1,6,1500,26444.31996,1,19188.70831,7,0,14.77582608,1,1,552,-179,False,0.16903991422664025,0
2456,69572.88311,0,4,9,2000,47941.02244,0,16859.47391,4,3,16.73463136,2,1,560,422,False,0.9358761422401127,1
1577,32739.48151,1,0,8,2000,82490.58985,0,20945.17602,3,2,15.2337552,2,0,261,513,False,0.9612741841491844,1
3216,35150.23578,0,3,3,2000,37160.89327,1,7708.08713,2,1,18.21721365,1,1,428,418,True,0.8669759298042,1
1723,61275.4967,2,5,7,2500,70184.89439,2,23161.71365,6,2,19.85111653,2,0,297,292,True,0.9945142045454546,1
3531,48964.31949,0,2,2,800,30571.74151,2,20317.57263,3,2,16.88044639,0,2,301,509,True,0.6934639375717162,1
926,37028.46584,1,2,7,2500,141093.0216,2,29161.76668,5,0,11.05524028,2,2,393,199,True,0.4226996917985695,0
2600,54526.53175,0,5,1,2000,52309.19447,1,24363.94297,8,2,16.22748813,1,1,435,369,False,0.9909065656565658,1
2380,67165.93824,1,2,10,1000,132861.0419,1,18155.77103,5,3,16.27500286,1,1,480,433,True,0.2879047906750114,0
1554,59661.73018,2,0,4,2000,29077.511,1,20915.31842,6,3,13.23551099,2,2,336,242,False,0.12285362005751183,0
1674,31454.92739,0,2,1,1500,29932.74521,2,21597.03532,1,3,12.45258063,0,1,390,35,True,0.603806699428023,1
655,51908.71356,2,2,9,2500,67698.8122,2,26206.50647,5,3,16.43694667,0,2,549,-59,False,0.1927277718196836,0
1644,65278.19421,0,2,2,1500,91452.57586,1,12032.88459,3,0,9.77465187,1,2,439,286,False,0.6848204748145733,1
361,32233.26248,2,2,1,1000,81012.22135,0,18282.54851,5,2,15.44755253,0,1,493,441,True,0.20845730639600535,0
135,81853.46272,2,0,8,800,74323.77885,2,6865.055432,7,3,15.48989773,1,1,296,179,False,0.2633309486566067,0
3528,65398.17415,1,4,1,1500,111807.1807,0,19148.98775,1,3,15.8558971,2,0,264,207,True,1.0,1
3437,31766.44893,0,0,5,2500,61319.38818,1,25956.5509,8,2,14.77831077,1,1,546,-69,True,0.7053773824215003,1
1173,38294.39917,2,2,7,800,79738.85576,0,21475.99233,4,1,17.94325718,0,2,246,257,True,0.19879688816085886,0
2672,54650.55186,2,2,9,2500,139357.0945,0,12161.02962,1,2,14.6557684,1,1,384,-119,False,0.18185914922495805,0
366,70017.44046,1,2,10,2000,21588.49027,2,19739.09884,7,1,15.73621644,2,1,382,313,True,0.24995786811227982,0
2298,54049.56062,1,2,8,1500,91883.02803,2,23446.00746,6,1,12.4021582,0,0,423,-85,False,0.9698689851814852,1
2102,58768.73054,1,4,5,1500,41806.4332,1,6417.275574,7,3,17.36773577,1,0,555,62,True,0.9930844155844154,1
29,40093.78702,1,1,4,2000,65275.561,2,17910.19856,10,0,13.28652293,0,1,523,-87,False,0.20412826580454302,0
3235,59992.83281,0,2,10,1000,48641.49714,2,16000.06763,5,2,15.06501988,2,0,339,-11,True,0.976399225774226,1
22,76449.38311,2,2,9,1000,70156.11931,0,9471.090274,10,1,12.86727847,1,2,417,-25,True,0.2285361758339701,0
1602,33804.36723,1,2,4,800,95632.88915,1,9882.16451,2,3,13.25614967,2,0,386,479,False,0.9769011613386615,1
3085,38948.08573,2,4,10,2500,122424.9548,2,19542.77942,5,1,12.9677614,2,1,433,114,False,0.9596507644402383,1
2654,72779.81109,0,1,9,2000,135062.8302,2,24399.16378,8,3,12.50590549,0,0,513,467,False,0.9740123626373625,1
3409,52339.62052,1,3,5,2500,138323.9721,1,12453.93049,8,1,13.06983132,2,2,527,-113,True,0.7114157125376757,1
695,73565.58359,0,1,1,2000,26663.42314,0,11268.59257,7,2,17.40290589,1,1,513,128,True,0.20774943663362794,0
1298,39909.37394,2,2,9,1000,96566.18052,1,15647.25743,1,1,11.95575553,0,1,354,204,True,0.13222690850815855,0
700,60414.93683,2,3,6,1500,115227.8654,2,21631.43749,9,1,20.12073705,1,1,508,-16,True,0.31974556203600335,0
420,71235.46651,2,3,4,2000,13685.50513,0,25459.5288,5,0,12.33634462,2,1,338,511,False,0.30912649518309343,0
682,71713.20235,2,1,2,2000,118276.1449,1,21976.66475,6,0,11.99832964,0,1,271,15,False,0.11582116841491842,0
1945,37592.99268,2,2,10,1000,63422.48376,2,23410.04055,5,2,17.40746344,0,2,267,504,False,0.2376084843411662,0
460,40041.13425,2,2,6,2500,138963.2128,0,24778.19517,7,0,18.28651572,0,1,307,138,False,0.2671067735369207,0
43,30720.02023,0,0,7,800,146494.596,1,23929.9887,1,1,15.23970002,0,1,475,223,False,0.23899555690267768,0
87,63397.95343,0,0,4,1000,47946.9412,1,10944.80899,2,0,18.8228013,2,2,327,136,True,0.12213590963774788,0
2882,49558.32742,2,1,1,2000,34699.15444,0,15524.87109,2,0,20.3951121,1,0,561,15,True,0.926293453074703,1
1477,44302.05893,1,1,2,1000,140354.4604,1,13881.7645,1,3,19.55834106,1,2,284,62,False,0.1897041440993647,0
2086,68132.22838,0,0,3,1500,133459.9416,2,27428.40957,7,0,16.24982734,1,1,516,362,True,0.23518293408947435,0
561,53582.00133,0,0,9,2500,118282.8532,2,26105.2423,1,1,13.36666482,2,2,568,449,True,0.17303972110405932,0
282,75159.29359,0,0,2,1000,78889.33306,1,6872.738836,4,2,17.24401339,1,2,299,41,True,0.15185723289438466,0
3335,61069.71079,0,2,6,2500,25346.61886,2,6700.856447,7,0,16.15371695,0,0,537,169,True,0.9662678571428571,1
1032,34749.80328,1,2,2,2000,57101.73508,1,7150.546431,7,2,12.44338037,1,2,549,-164,True,0.2975504189428675,0
1113,33058.89282,2,1,2,1000,141370.5722,1,7509.105989,8,1,13.18873819,1,2,298,398,True,0.29382890679581847,0
3371,68978.06128,1,2,5,2500,132276.9275,2,8403.675402,1,2,9.862151712,2,1,302,56,True,0.35741741866664467,0
2771,35544.95998,2,4,1,1000,76801.21651,1,28764.43399,1,2,17.02571616,1,0,385,-176,False,0.9584268123624742,1
465,53924.5889,2,2,7,2500,131731.2672,2,9165.985303,7,1,12.16132744,1,1,346,298,True,0.2527329962027137,0
2113,50985.24193,1,3,9,1500,22578.26777,1,28746.03113,5,2,11.25299013,2,2,266,-134,True,0.8674045364357866,1
3118,70750.95727,1,3,7,2000,80226.49717,0,10204.36743,7,0,14.88468328,1,0,549,87,True,0.9739912587412587,1
859,70749.14921,2,2,10,2500,150604.5485,1,22993.73233,2,3,15.18684611,1,2,461,-36,False,0.2357203456265956,0
533,63936.17613,2,3,3,1500,76309.84471,2,12960.00544,9,1,12.1765994,2,2,275,121,True,0.2696083024232802,0
1432,39716.94575,0,0,10,800,82733.71276,0,11899.70805,3,2,14.92703417,1,2,259,150,True,0.08990474313268434,0
2893,36600.34384,1,5,5,1500,137318.8594,0,17175.11364,8,1,19.47310745,2,2,360,13,True,0.9515509361961567,1
3355,68109.18083,2,0,9,1500,45517.3138,1,15486.87244,2,3,15.71276573,0,0,324,421,True,0.9646932615995115,1
1511,67225.02693,1,1,5,1000,33162.794,1,6120.283129,5,2,20.35086117,2,1,444,118,True,0.16237633165670975,0
2780,55349.26548,0,0,2,800,86234.57205,2,22911.82106,2,2,12.86473539,1,1,474,370,False,0.13500020465645468,0
2823,71002.13367,1,1,10,2000,71931.22483,0,24951.09726,7,3,19.78750721,0,2,357,-22,False,0.2447806286850405,0
1452,42204.87793,1,2,7,1500,125552.3227,1,13414.99442,6,1,15.21790448,2,1,272,509,True,0.31403383585368877,0
2505,32360.01748,1,2,10,2500,138116.9202,1,7512.132712,7,0,10.22501271,0,2,487,182,True,0.33845479264887146,0
1161,52324.86637,2,0,5,2500,61558.65446,0,6884.909168,1,3,10.14672688,2,2,284,13,True,0.18347260763533157,0
3500,66459.19046,2,4,7,1000,59314.3586,1,9283.179815,6,0,17.1380673,2,0,506,-25,False,0.9925535714285715,1
1187,50599.5544,2,1,6,2000,119778.939,0,10675.25801,3,1,12.31160217,1,1,478,49,True,0.05421131748153806,0
1114,59676.0871,1,0,9,1500,111670.5997,1,20393.84825,5,3,11.25342772,0,1,473,456,False,0.17953791102688166,0
3505,49894.17967,0,3,1,2500,135243.0729,1,14408.40178,1,0,13.22278108,0,2,316,83,True,0.9105025721649764,1
903,49461.89194,2,1,1,2000,121569.8999,1,23148.55796,9,1,13.23977999,1,1,340,247,True,0.2664610539636661,0
637,55787.79804,1,0,8,1000,37447.40192,0,16876.78123,9,1,14.52915762,1,1,509,478,True,0.23034883981043044,0
2943,77806.4657,1,1,3,1500,106649.6886,1,21178.10476,2,3,14.77303001,0,0,459,-16,False,0.9764603174603174,1
1089,45275.55507,2,0,1,1000,50127.4081,0,6831.346077,3,2,12.997022,2,2,471,-97,False,0.10935993526154851,0
3534,40193.83277,0,2,10,1500,137149.9608,0,16462.6299,5,3,12.54740836,2,1,555,306,False,0.5421913652115858,1
2451,38359.96068,2,4,5,2000,40949.42445,0,19856.43946,3,1,13.7906851,1,0,285,344,True,0.9854999999999999,1
942,53309.4771,2,1,6,800,143119.4242,0,20420.39288,10,1,14.6520937,2,2,291,20,False,0.4096163058932401,0
3257,57126.50626,2,5,2,1000,15969.48524,1,7218.684211,3,0,15.35440263,2,1,433,145,True,0.92309638789573,1
3414,48045.839,2,0,7,2500,130453.393,0,16901.86138,10,3,16.24198654,0,1,535,477,True,0.816926589750119,1
1104,30666.56929,0,1,9,2500,110973.4417,1,18899.76628,2,0,16.96989935,1,2,427,30,False,0.09655876558082445,0
1894,41743.12035,0,3,10,2000,48973.74435,1,12860.43002,10,3,13.61007394,2,2,431,79,True,0.9604477138466109,1
2702,79306.31618,2,4,10,2000,26901.35042,0,21505.64846,1,0,12.49535853,1,2,280,285,False,0.9068538059163056,1
221,30358.9595,0,1,2,2000,90234.85715,0,16777.04259,2,3,12.82657294,0,1,472,-69,False,0.14282591489392965,0
543,71703.50593,0,1,8,2000,104160.1836,0,6227.116705,9,1,17.9620546,2,1,433,187,True,0.2077977692671966,0
1702,36008.25849,0,4,3,2500,76794.27702,0,15127.07106,6,3,10.78064764,0,1,286,301,False,0.9522214746038274,1
1395,34564.02644,2,3,7,800,113068.2894,0,10411.34276,10,1,16.48658517,1,2,522,11,False,0.3252386804372099,0
887,60773.33243,2,0,4,2000,90770.78524,1,29662.44019,6,0,18.09031124,0,2,433,166,True,0.16215163922120193,0
3498,48542.04545,2,0,9,2500,55498.48749,0,24829.04611,3,2,10.78166322,2,0,426,282,False,0.9502982711732711,1
685,69651.417,2,1,2,2000,18523.22419,0,7118.592196,5,3,15.82491529,0,1,488,421,False,0.1492480088066389,0
2711,76311.05519,1,1,7,1500,150738.2329,0,23203.91967,7,2,13.09193231,0,0,305,473,False,0.9733556998556999,1
1399,53211.0236,0,1,8,800,94963.94919,2,17715.87607,3,0,19.90233116,0,2,574,-88,False,0.1752736197625904,0
3087,46462.38197,1,5,5,2500,89231.19576,1,11644.9724,2,0,15.88871665,1,0,516,314,True,1.0,1
1462,53603.01778,1,1,7,800,17158.33426,0,27795.87479,6,2,11.11642454,1,2,525,304,True,0.23921305103462437,0
1255,35739.9935,2,0,9,800,120396.2404,0,28322.89797,3,0,14.45171224,1,1,373,214,True,0.18525728839873584,0
2844,76136.83198,0,4,8,2500,92740.77549,1,7185.061151,7,0,17.72164729,1,0,270,231,False,0.9900555555555556,1
789,71186.97307,0,1,6,2000,77623.16706,2,14784.21618,3,0,13.48159255,2,1,450,-3,True,0.04693467077513129,0
3129,62784.22139,1,2,4,2000,57368.7449,2,15956.15202,9,3,14.02986492,1,1,336,-68,True,0.8668824672059966,1
1844,67935.66318,2,1,8,1500,7251.007822,0,21613.88326,6,1,12.99703034,1,0,444,296,True,0.9714829227145404,1
1134,81944.94055,0,0,8,800,8863.126462,2,9860.47462,7,3,13.79842957,2,2,410,-164,False,0.26549327804230904,0
3325,76811.56448,0,3,3,800,137889.8368,2,26105.17875,1,0,10.62028466,1,2,338,254,True,0.8610955813837008,1
2725,44602.81313,0,1,4,800,27989.71532,1,20218.4261,9,2,16.56237879,2,1,385,34,False,0.7816281808469309,1
1703,57938.03779,1,3,7,800,100773.9054,0,24239.61187,2,2,10.63983173,1,0,443,122,True,0.9836465201465202,1
3334,35782.94274,2,1,6,2000,57094.30394,2,26935.87491,9,3,19.35701736,1,1,359,240,True,0.775721384824326,1
1226,52287.93242,1,0,4,1000,55049.09772,2,22963.82829,10,1,13.3485057,0,1,464,427,False,0.1846295232545233,0
1987,74740.22928,2,2,9,800,77382.91716,2,21893.67053,8,1,12.36855564,1,2,410,9,False,0.1974203296703297,0
3382,32315.70466,1,1,10,800,76788.14842,0,20007.81769,10,1,10.39641821,1,2,378,-79,True,0.28354968756303905,0
3154,63127.24901,2,2,8,2000,140628.3706,1,19268.58695,1,0,16.30194622,2,0,527,179,True,0.9657142857142855,1
272,73546.46687,1,1,6,1500,47614.93465,2,24349.01428,9,1,10.11672092,1,2,360,360,True,0.1702019618453442,0
1427,73402.7806,0,1,7,1000,92176.46095,2,20138.17157,3,0,12.40763443,0,2,478,-146,False,0.09125466955430193,0
521,68086.31091,0,0,3,1000,62680.61731,0,17662.30519,5,0,16.82449517,1,2,280,498,True,0.20921646379076722,0
522,34368.18065,1,2,2,1000,40996.44908,0,21416.01897,4,2,19.70256115,2,2,487,97,True,0.25436350229480903,0
2090,35086.20074,2,5,6,2000,113525.4815,1,13892.06788,2,3,13.7048644,2,1,526,414,True,0.9232788253413253,1
2276,61604.71007,1,0,5,1000,114584.2508,0,8863.628498,7,3,10.57385159,1,0,508,433,True,0.9445091158841161,1
1551,67108.53744,2,2,3,1000,12877.17637,0,6699.282125,1,0,12.29978234,0,1,240,-130,False,0.36472413551360927,0
3309,42252.6803,2,5,6,2500,64400.57492,2,10541.36721,2,3,16.22336254,1,0,245,430,False,0.985,1
1258,47179.94937,0,1,6,1500,20453.31456,0,8420.104594,2,2,13.5061994,1,2,490,215,True,0.10843902558569746,0
350,66878.9676,1,2,9,1000,129174.3281,2,28025.31635,5,3,15.02246638,1,2,342,212,True,0.34618459829644044,0
1588,47731.19751,2,5,8,1000,56550.91936,2,24854.10865,9,2,14.16057564,1,2,435,244,True,0.9837325140137639,1
1545,63438.65698,1,2,2,1000,101304.2612,2,25118.7752,3,1,11.40541706,0,1,408,157,True,0.20365927102653114,0
2857,67637.12555,0,1,10,800,84752.86734,1,18778.90785,8,0,16.257434,0,2,344,415,True,0.19468980274756217,0
2769,45775.62772,1,5,2,1500,99598.40551,0,22273.84531,8,2,14.43347025,2,2,505,134,True,0.9872876602564103,1
1228,68821.77552,1,0,7,800,148715.4444,2,24611.79515,5,1,11.39253352,2,1,548,-62,False,0.22448704094108507,0
3508,34360.97334,2,4,3,2500,130959.9574,0,22752.87806,3,1,18.15652369,0,2,522,-169,True,0.8691421948149892,1
1200,60751.95042,2,0,6,800,94388.46767,2,17382.1233,6,0,18.89957081,1,2,410,215,False,0.1879024715594484,0
651,51022.9263,2,2,9,2500,140789.6184,0,17195.89587,9,0,19.51585812,1,2,567,324,True,0.40974319627096334,0
2947,56737.18508,2,0,9,2000,65294.20877,1,16948.68131,10,3,19.86241131,2,2,572,326,True,0.743434833548804,1
1411,55402.91394,2,2,10,1000,17217.42718,2,16568.7023,1,0,16.21183268,1,1,368,-157,True,0.2201271406868422,0
1157,45851.67653,0,1,5,2000,102464.0716,0,29062.0651,4,1,13.3183912,2,2,377,-157,False,0.15914490554380264,0
3059,79525.38459,2,1,8,1000,136110.2903,2,29233.19585,9,0,17.61201658,2,0,564,-21,False,0.8969260283522843,1
3396,33004.18267,0,4,5,800,108163.7358,0,15329.42865,2,3,17.14401854,0,2,546,111,True,0.9467575861638362,1
1146,41515.89928,2,2,4,2500,25237.59698,2,6063.669698,4,3,10.77552635,0,1,565,135,False,0.22113895122886507,0
1558,77547.1075,2,3,3,2000,134141.9766,2,10369.13407,9,2,13.14516928,2,0,251,-142,True,0.9651229724115754,1
3477,53600.97288,0,5,7,1000,18243.20344,1,7295.973689,10,3,18.15601807,2,2,261,84,True,0.9885456349206347,1
2878,56189.69392,1,5,8,800,107155.1935,2,8076.637525,6,2,14.02286272,0,2,384,315,True,0.9799315476190474,1
168,61928.31541,0,1,8,800,29409.94856,1,22570.36944,5,0,18.95770381,2,2,350,230,True,0.1550596152106408,0
3294,33522.69436,1,5,4,2000,11817.07897,2,31103.20101,4,2,10.74165717,1,0,412,300,True,0.9874945054945056,1
962,60367.63268,2,1,6,1000,108590.5904,1,15911.27328,1,2,19.1374833,1,1,490,191,False,0.13500761048806711,0
945,45418.48761,2,1,10,1500,41198.33905,0,23394.27765,6,2,15.17253307,0,2,416,490,True,0.17140455214719924,0
462,58772.70638,2,2,6,800,72181.82927,0,26088.9246,5,0,18.75796222,2,1,539,65,True,0.17250375910853855,0
1444,39154.67677,2,3,9,1500,38422.08265,1,15194.42576,7,1,17.42928215,1,1,485,294,True,0.2545299580413156,0
328,66232.33535,1,0,6,800,51182.06262,2,25741.15982,3,1,17.09186634,1,2,345,100,True,0.09625483078056489,0
3109,39073.27522,2,5,3,1500,86126.23254,2,16483.81671,9,0,16.58924755,0,0,455,107,True,0.9958020833333333,1
2743,62505.03834,0,5,4,2000,102032.8295,0,11148.00061,9,1,18.76408928,2,1,554,-57,True,0.927048899017649,1
367,59631.2303,0,1,4,1500,92067.38903,0,19948.2821,4,0,17.16679322,0,2,341,465,False,0.18472662855934924,0
3167,33808.2109,0,5,7,1500,28531.90415,0,20876.57247,5,3,19.16769927,0,1,483,358,False,0.96077596015096,1
2692,56095.01584,2,3,2,2000,91624.19168,0,6384.309618,3,3,11.87060588,0,1,466,383,False,0.2447311552826259,0
1840,57366.78797,0,1,4,2000,128021.1556,0,8477.093559,1,2,11.98346844,1,1,313,-117,False,0.1678913139556522,0
1385,78915.17817,1,1,6,2500,18405.52271,1,5298.813823,2,3,18.31362492,1,1,267,-179,False,0.2655931562847198,0
772,56050.9423,1,2,4,800,148479.4258,2,22346.96727,9,1,15.88511528,0,2,444,402,True,0.36190433203707184,0
2436,58632.46609,1,3,9,800,154674.3311,2,26063.37135,5,2,12.98279664,2,2,494,447,False,0.8443107104883419,1
3178,64770.39994,2,5,9,2500,106060.1042,1,9197.418277,4,0,10.73214745,1,1,420,125,False,0.9373984091888503,1
3374,45392.61118,0,5,6,1500,44080.06197,2,11621.95723,9,3,10.53101565,2,1,414,274,True,0.9771994671994674,1
498,46693.95315,1,0,1,1500,109544.6058,1,22394.98055,8,1,17.46114136,2,2,409,394,False,0.30848497076109316,0
2378,63758.73309,2,0,2,1000,118403.1399,1,11418.92429,3,2,15.58404248,1,0,531,7,True,0.9846520909645909,1
435,75820.40253,2,2,8,800,87430.11989,0,7872.019716,10,0,10.95490375,0,1,308,494,True,0.36804971389549546,0
365,47863.81698,1,0,8,1500,5314.810962,2,14516.80534,8,1,12.26040031,2,2,491,452,False,0.19644971778737283,0
2721,36539.52351,2,1,6,1000,49365.78176,1,19459.09637,2,1,20.25241904,2,0,435,-153,True,0.936808112026862,1
276,68436.47855,2,0,2,1000,89997.36072,2,29923.88756,7,2,12.59208552,0,2,393,517,True,0.2587643903546573,0
2358,35433.97764,1,2,3,1000,139893.092,1,21193.53891,9,2,16.30755276,1,1,569,387,False,0.6965042610575697,1
1936,32359.32961,2,4,1,2000,142633.9698,2,17159.93221,4,1,18.09846481,0,1,467,347,False,0.9097494623432126,1
1866,41760.97215,0,1,9,1000,134450.5391,1,28399.63782,4,3,12.89365135,1,0,400,466,False,0.9618274850149849,1
407,71787.80178,1,1,5,1500,115670.5797,1,6154.190205,10,0,11.14505726,0,1,389,-151,False,0.30329292113115647,0
2117,78701.13281,0,1,4,800,83337.55975,2,24933.6092,3,0,11.94060288,1,0,468,53,True,0.9448949920585951,1
1061,54607.6464,2,2,9,800,106240.7854,2,17451.87748,6,1,18.98730884,2,2,304,244,False,0.21298910799447882,0
844,74731.41513,0,1,1,2000,57927.5947,2,9203.819693,8,1,19.67444727,2,2,538,200,False,0.32411269877997817,0
2166,30677.98541,2,1,2,800,16688.67308,1,11868.59725,7,3,10.38632762,2,2,244,71,False,0.3308702927404553,0
1138,50998.89343,2,2,5,800,123744.6683,2,6515.687571,3,2,11.94784378,0,1,501,377,True,0.19258951089330353,0
2241,59645.8638,1,0,2,1500,45034.73881,0,11803.45532,6,3,16.8666973,2,1,524,-162,True,0.17426409329684409,0
1800,46384.51168,0,3,1,800,84628.62244,2,15072.6627,9,2,14.93846219,0,1,307,423,False,0.9616531246531246,1
1874,54353.78677,0,3,7,1500,101604.3848,1,23638.64763,1,2,14.88366844,0,2,348,298,True,0.9538156426906426,1
1721,79759.73209,0,4,7,800,46506.15394,0,21639.13358,9,2,15.84718374,1,1,321,-172,False,0.9571114267676765,1
2500,67862.56644,1,5,6,2500,115176.7649,0,18323.65373,2,2,11.68098836,2,2,415,-166,False,0.9476722897200838,1
1964,69502.7494,0,2,7,1000,151360.6174,0,5720.110914,1,1,12.46699918,1,1,466,253,False,0.6843155706629971,1
1289,49552.71451,0,1,1,2000,37177.79994,2,5445.099293,4,0,14.0979584,1,1,527,-64,False,0.16055119410817945,0
1907,41049.13687,1,4,6,2500,132438.2575,2,17021.98377,10,1,17.38732268,2,1,328,391,True,0.9432604201354201,1
944,50295.97511,2,1,2,2000,10485.79434,1,11129.2311,8,1,17.77753817,2,2,479,419,False,0.1732957714262862,0
199,40922.75476,0,1,6,800,55462.4875,0,13836.28869,1,1,13.36351426,0,1,480,203,True,0.13829068154068158,0
3354,59326.48275,0,1,9,1500,107244.7318,0,7726.739948,4,3,11.6976729,2,2,336,451,True,0.14150264319014322,0
1284,53187.61188,1,0,9,1000,140676.5939,2,5391.14382,7,3,10.97737673,0,1,295,234,False,0.3250718322462713,0
801,46473.48901,1,2,1,2500,135387.1247,0,10470.33678,6,2,14.25826833,1,2,285,394,True,0.25249612152553325,0
3484,33418.56867,0,5,8,2500,5340.627689,2,24708.74123,3,3,12.0408832,2,1,298,343,False,0.9542527680652682,1
3344,79058.63767,1,5,7,1500,63966.81936,1,27990.46579,1,0,14.75364651,2,1,388,325,False,0.9538829920079916,1
2208,81868.24473,0,3,5,800,137333.9583,2,26807.31993,9,3,19.48942164,1,0,418,-33,False,0.9553322595447209,1
231,49166.65826,0,0,5,1000,94078.15848,2,12858.32933,4,2,12.8692185,1,1,366,208,True,0.07804332819957821,0
2759,33158.14768,0,0,10,800,28440.83529,0,9768.992523,9,2,11.7940285,1,1,569,120,False,0.701951832889333,1
2013,71173.14231,2,4,7,2000,50692.43624,0,17789.91995,2,0,14.36612012,2,2,452,26,False,0.9521333505138653,1
1912,41321.48439,1,4,6,1000,30533.89334,1,26851.06296,6,0,10.42987733,2,2,361,403,False,0.9565598394660896,1
2722,64836.6584,1,5,5,2500,119468.989,1,7425.633892,4,0,11.27886522,0,0,389,86,True,0.9935530303030303,1
2874,51072.40096,1,4,1,1000,20946.49007,2,11824.68943,6,1,10.95515663,2,1,419,-50,False,0.9675660151252257,1
2862,79301.00435,0,4,3,2500,61950.7791,0,23174.51011,3,1,13.31672954,1,0,376,-124,False,0.9929846542346543,1
3390,41732.98929,1,5,2,800,57592.13479,0,26193.61999,6,1,11.51339294,1,0,426,458,True,0.9952777777777778,1
2465,60653.00958,2,3,6,1500,45975.50417,2,26556.11736,4,3,19.25515254,2,0,348,372,True,0.9511413300751537,1
1937,57307.22876,0,1,8,2000,13815.24046,2,17140.26292,8,1,11.83551041,1,0,312,307,True,0.9464761692555811,1
104,73739.56594,1,2,3,2000,21014.45608,1,11098.70664,3,0,13.03245306,1,1,293,-24,True,0.17062894786131452,0
2638,63333.01767,2,5,4,800,106252.648,1,15653.19985,10,1,14.97788004,2,1,448,-87,True,0.9539572233322233,1
2460,45529.04387,1,3,2,1000,51773.87605,0,26021.94453,9,0,10.61597512,2,1,379,236,True,0.6440218045843049,1
1491,48784.91918,2,1,9,800,59959.80409,2,19147.64147,7,1,17.20456179,1,1,262,142,True,0.19645628442764668,0
2374,37065.95051,2,4,7,1000,62212.53215,0,23659.74599,7,0,16.08185877,0,1,546,415,False,0.9303623598623599,1
2587,60134.85533,1,3,4,2500,81637.17076,1,13217.16289,9,2,16.09194927,0,0,390,-60,False,0.9940178571428571,1
1660,65998.9749,0,5,9,2500,131326.9896,1,23983.8602,6,0,18.85367097,1,1,455,294,True,0.9716962759462762,1
2899,51930.93986,2,1,4,2500,51575.36836,2,11202.32167,9,2,14.33353182,0,1,376,-179,False,0.7393488633829189,1
2715,76755.07445,1,3,7,800,99450.37849,0,18813.27519,3,2,19.28141985,2,1,267,1,False,0.8368551668919317,1
3016,46784.46477,2,5,5,1000,71352.37964,1,20289.72726,3,0,20.24071246,2,1,502,413,True,0.9281614039555217,1
1123,55758.6356,1,0,8,1500,121545.5081,2,22678.1376,1,2,19.53944673,0,1,301,-140,False,0.22359331043483524,0
1506,36642.71932,0,1,5,800,129361.3832,2,10140.40902,2,0,13.16180671,0,1,500,-142,True,0.10614474516496575,0
2757,58287.27658,1,4,7,800,131212.9442,2,27580.24787,4,2,13.13833366,0,1,284,-118,True,0.9819289529914529,1
2576,34929.22413,1,0,6,1500,14711.15579,1,14448.39204,5,3,12.89006777,1,1,432,311,False,0.10345209531084024,0
3466,46856.61675,2,3,6,2000,32774.53087,0,8809.938412,5,0,17.82338988,0,0,436,255,False,0.9646486291486291,1
3511,77053.89957,1,3,1,1000,38590.62018,0,15627.91046,10,3,17.90899156,1,0,459,380,True,0.9931218330280831,1
